Tiempo,Temperatura (°C),Humedad (%),Distancia (cm),Ruido (dB)
2025-06-09 01:42:04,28.3,58.1,93.4,38.89
2025-06-09 01:42:06,28.3,58.1,62.12,38.56
2025-06-09 01:42:09,28.3,58.1,62.56,37.86
2025-06-09 01:42:11,28.3,58.1,24.96,41.26
2025-06-09 01:42:13,28.3,58.0,24.85,37.68
2025-06-09 01:42:15,28.3,58.0,93.48,35.95
2025-06-09 01:42:17,28.3,58.0,93.48,37.95
2025-06-09 01:42:19,28.3,58.0,24.84,37.95
2025-06-09 01:42:21,28.3,58.1,24.94,40.23
2025-06-09 01:42:23,28.3,58.1,24.94,40.43
2025-06-09 01:42:25,28.3,58.1,24.85,40.7
2025-06-09 01:42:27,28.3,58.2,93.38,39.51
2025-06-09 01:42:29,28.3,58.1,93.5,39.87
2025-06-09 01:42:31,28.3,58.1,24.96,41.14
2025-06-09 01:42:33,28.3,58.3,93.36,33.49
2025-06-09 01:42:35,28.3,58.2,93.48,39.8
2025-06-09 01:42:37,28.3,58.1,93.5,38.72
2025-06-09 01:42:39,28.3,58.0,93.5,40.5
2025-06-09 01:42:41,28.3,58.0,24.84,39.2
2025-06-09 01:42:43,28.3,57.9,24.94,37.3
2025-06-09 01:42:45,28.3,57.9,93.4,35.49
2025-06-09 01:42:47,28.3,57.9,93.06,38.89
2025-06-09 01:42:49,28.3,57.9,93.48,38.81
2025-06-09 01:42:51,28.3,58.0,24.84,41.02
2025-06-09 01:42:53,28.3,57.9,24.84,40.23
2025-06-09 01:42:55,28.3,57.9,24.94,40.43
2025-06-09 01:42:57,28.3,57.9,93.47,35.37
2025-06-09 01:42:59,28.3,57.9,24.84,40.02
2025-06-09 01:43:01,28.3,57.9,93.47,39.28
2025-06-09 01:43:03,28.3,57.9,24.94,36.81
2025-06-09 01:43:05,28.3,57.9,24.85,36.06
2025-06-09 01:43:07,28.3,57.9,24.94,34.74
2025-06-09 01:43:09,28.3,58.0,93.48,38.31
2025-06-09 01:43:11,28.3,58.0,93.38,39.43
2025-06-09 01:43:13,28.3,57.9,93.48,40.23
2025-06-09 01:43:15,28.3,57.9,93.48,39.73
2025-06-09 01:43:17,28.3,58.0,24.85,36.28
2025-06-09 01:43:19,28.3,57.9,24.94,41.14
2025-06-09 01:43:22,28.3,57.9,93.5,39.51
2025-06-09 01:43:24,28.3,57.9,24.85,40.36
2025-06-09 01:43:26,28.3,57.9,93.48,38.56
2025-06-09 01:43:28,28.3,57.9,24.94,34.87
2025-06-09 01:43:30,28.3,57.9,24.84,41.08
2025-06-09 01:43:32,28.3,57.9,24.84,37.3
2025-06-09 01:43:34,28.3,57.9,24.94,34.61
2025-06-09 01:43:36,28.3,58.0,93.48,36.6
2025-06-09 01:43:38,28.3,58.0,93.38,36.5
2025-06-09 01:43:40,28.3,58.0,24.96,37.86
2025-06-09 01:43:42,28.3,58.0,93.5,36.81
2025-06-09 01:43:44,28.3,58.0,93.38,36.17
2025-06-09 01:43:46,28.3,58.0,93.48,38.39
2025-06-09 01:43:48,28.3,58.0,93.38,35.37
2025-06-09 01:43:50,28.3,58.0,24.96,39.87
2025-06-09 01:43:52,28.3,58.0,24.94,40.16
2025-06-09 01:43:54,28.3,58.0,24.85,37.01
2025-06-09 01:43:56,28.3,58.0,93.48,34.87
2025-06-09 01:43:58,28.3,58.0,93.48,36.81
2025-06-09 01:44:00,28.3,58.0,24.85,40.36
2025-06-09 01:44:02,28.3,57.9,24.94,39.8
2025-06-09 01:44:04,28.3,58.0,24.84,38.97
2025-06-09 01:44:06,28.3,58.0,93.36,35.49
2025-06-09 01:44:08,28.3,58.0,24.96,35.37
2025-06-09 01:44:10,28.3,58.0,24.84,36.6
2025-06-09 01:44:12,28.3,58.0,24.94,36.17
2025-06-09 01:44:14,28.3,58.0,24.94,36.91
2025-06-09 01:44:16,28.3,58.0,24.85,42.67
2025-06-09 01:44:18,28.3,58.0,93.5,38.48
2025-06-09 01:44:20,28.3,58.0,93.47,38.39
2025-06-09 01:44:22,28.3,58.0,93.4,37.11
2025-06-09 01:44:24,28.3,58.0,24.96,34.07
2025-06-09 01:44:26,28.3,58.0,24.84,39.58
2025-06-09 01:44:30,28.3,58.0,24.09,39.43
2025-06-09 01:44:32,28.3,58.0,24.94,40.29
2025-06-09 01:44:34,28.3,58.0,24.85,36.28
2025-06-09 01:44:36,28.3,58.0,93.48,38.22
2025-06-09 01:44:38,28.3,58.0,24.94,40.02
2025-06-09 01:44:40,28.3,58.0,24.85,38.13
2025-06-09 01:44:42,28.3,58.0,93.48,35.24
2025-06-09 01:44:44,28.3,58.0,24.94,35.24
2025-06-09 01:44:46,28.3,58.0,24.84,35.12
2025-06-09 01:44:48,28.3,58.0,24.96,35.49
2025-06-09 01:44:50,28.3,58.0,24.94,35.12
2025-06-09 01:44:52,28.3,58.0,93.38,40.02
2025-06-09 01:44:54,28.3,58.0,24.96,40.23
2025-06-09 01:44:56,28.3,58.0,24.85,41.74
2025-06-09 01:44:58,28.3,58.0,24.94,39.2
2025-06-09 01:45:00,28.3,58.0,93.48,34.74
2025-06-09 01:45:02,28.3,58.0,24.84,42.36
2025-06-09 01:45:04,28.3,58.0,24.96,37.86
2025-06-09 01:45:06,28.3,58.0,24.96,37.3
2025-06-09 01:45:08,28.3,58.0,24.84,35.37
2025-06-09 01:45:10,28.3,58.7,24.94,34.61
2025-06-09 01:45:12,28.3,59.1,93.38,39.2
2025-06-09 01:45:14,28.3,58.8,93.4,40.16
2025-06-09 01:45:16,28.3,58.6,24.85,39.58
2025-06-09 01:45:18,28.3,58.4,24.09,38.04
2025-06-09 01:45:20,28.3,58.3,24.96,33.78
2025-06-09 01:45:22,28.3,58.2,24.84,41.33
2025-06-09 01:45:24,28.3,58.2,24.84,39.87
2025-06-09 01:45:26,28.3,58.2,93.4,39.8
2025-06-09 01:45:28,28.2,58.2,24.96,40.23
2025-06-09 01:45:30,28.2,58.2,24.85,35.24
2025-06-09 01:45:32,28.3,58.2,93.4,38.64
2025-06-09 01:45:34,28.2,58.2,24.94,39.51
2025-06-09 01:45:36,28.2,58.2,24.85,34.34
2025-06-09 01:45:38,28.2,58.2,93.4,39.73
2025-06-09 01:45:40,28.2,58.2,24.94,41.62
2025-06-09 01:45:43,28.3,58.2,93.3,40.76
2025-06-09 01:45:45,28.2,58.2,92.96,38.81
2025-06-09 01:45:47,28.2,58.2,24.94,35.84
2025-06-09 01:45:49,28.2,58.2,24.85,37.4
2025-06-09 01:45:51,28.2,58.2,93.33,38.64
2025-06-09 01:45:53,28.2,58.2,24.94,38.13
2025-06-09 01:45:55,28.2,58.2,24.94,37.77
2025-06-09 01:45:57,28.2,58.2,93.23,35.24
2025-06-09 01:45:59,28.2,58.1,24.94,38.13
2025-06-09 01:46:01,28.2,58.1,24.94,35.84
2025-06-09 01:46:03,28.2,58.1,24.85,36.91
2025-06-09 01:46:05,28.2,58.2,24.94,35.12
2025-06-09 01:46:07,28.2,58.2,93.06,35.95
2025-06-09 01:46:09,28.2,58.1,92.6,33.03
2025-06-09 01:46:11,28.2,58.1,24.96,38.64
2025-06-09 01:46:13,28.2,58.0,24.84,39.95
2025-06-09 01:46:15,28.2,58.3,93.31,36.7
2025-06-09 01:46:17,28.2,58.5,93.59,34.87
2025-06-09 01:46:19,28.2,58.6,81.11,38.97
2025-06-09 01:46:21,28.2,58.5,79.85,38.39
2025-06-09 01:46:23,28.2,58.3,80.19,33.78
2025-06-09 01:46:25,28.2,58.3,80.63,37.77
2025-06-09 01:46:27,28.2,58.3,80.63,32.54
2025-06-09 01:46:29,28.2,58.3,80.19,37.21
2025-06-09 01:46:31,28.2,58.3,80.63,32.54
2025-06-09 01:46:33,28.2,58.3,80.63,35.12
2025-06-09 01:46:35,28.2,58.3,93.23,31.47
2025-06-09 01:46:37,28.2,58.3,79.95,32.2
2025-06-09 01:46:39,28.2,58.2,79.95,35.0
2025-06-09 01:46:41,28.2,58.2,81.18,39.36
2025-06-09 01:46:43,28.2,58.2,79.95,38.48
2025-06-09 01:46:45,28.2,58.2,64.92,37.68
2025-06-09 01:46:47,28.2,58.3,93.33,31.66
2025-06-09 01:46:49,28.2,58.3,24.84,38.22
2025-06-09 01:46:51,28.2,58.2,94.2,32.54
2025-06-09 01:46:53,28.2,58.2,61.98,33.03
2025-06-09 01:46:55,28.2,58.2,93.4,38.31
2025-06-09 01:46:57,28.2,58.2,93.74,33.49
2025-06-09 01:46:59,28.2,58.2,93.4,38.31
2025-06-09 01:47:01,28.2,58.2,94.21,30.26
2025-06-09 01:47:03,28.2,58.2,61.56,35.24
2025-06-09 01:47:05,28.2,58.2,94.1,32.37
2025-06-09 01:47:07,28.2,58.2,24.85,38.72
2025-06-09 01:47:09,28.2,58.2,24.94,35.12
2025-06-09 01:47:12,28.2,58.2,63.24,37.21
2025-06-09 01:47:15,28.1,58.2,93.42,34.21
2025-06-09 01:47:17,28.2,58.2,62.32,39.73
2025-06-09 01:47:19,28.1,58.2,77.54,38.64
2025-06-09 01:47:21,28.1,58.2,80.65,39.8
2025-06-09 01:47:23,28.2,58.2,97.24,31.84
2025-06-09 01:47:25,28.2,58.2,79.68,39.95
2025-06-09 01:47:27,28.1,58.2,80.38,30.68
2025-06-09 01:47:29,28.2,58.4,79.58,35.95
2025-06-09 01:47:31,28.2,58.6,79.05,34.34
2025-06-09 01:47:33,28.2,58.4,79.05,35.6
2025-06-09 01:47:35,28.1,58.3,79.03,40.76
2025-06-09 01:47:37,28.1,58.2,79.51,40.7
2025-06-09 01:47:39,28.1,58.2,79.49,40.63
2025-06-09 01:47:41,28.1,58.2,79.13,42.08
2025-06-09 01:47:43,28.1,58.2,79.03,39.51
2025-06-09 01:47:45,28.2,58.2,79.03,39.43
2025-06-09 01:47:47,28.1,58.2,79.03,40.95
2025-06-09 01:47:49,28.1,58.2,79.15,39.73
2025-06-09 01:47:51,28.2,58.2,79.15,35.12
2025-06-09 01:47:53,28.2,58.1,79.13,39.51
2025-06-09 01:47:55,28.2,58.1,79.39,34.07
2025-06-09 01:47:57,28.1,58.1,79.41,35.37
2025-06-09 01:47:59,28.1,58.1,79.39,32.87
2025-06-09 01:48:01,28.1,58.1,79.13,40.5
2025-06-09 01:48:03,28.1,58.1,79.49,42.93
2025-06-09 01:48:05,28.1,58.1,79.39,41.74
2025-06-09 01:48:07,28.1,58.1,79.03,40.29
2025-06-09 01:48:09,28.1,58.2,79.58,34.87
2025-06-09 01:48:11,28.1,58.1,79.59,39.51
2025-06-09 01:48:13,28.1,58.2,79.05,39.13
2025-06-09 01:48:15,28.1,58.2,79.02,38.39
2025-06-09 01:48:17,28.1,58.2,79.39,39.43
2025-06-09 01:48:19,28.1,58.2,79.49,39.28
2025-06-09 01:48:21,28.1,58.2,79.49,39.36
2025-06-09 01:48:23,28.1,58.2,79.41,34.21
2025-06-09 01:48:25,28.1,58.2,79.41,37.77
2025-06-09 01:48:28,28.1,58.2,79.49,40.5
2025-06-09 01:48:30,28.1,58.2,62.05,35.95
2025-06-09 01:48:32,28.1,58.2,79.39,38.39
2025-06-09 01:48:34,28.1,58.2,78.97,37.68
2025-06-09 01:48:36,28.1,58.2,78.95,40.36
2025-06-09 01:48:38,28.1,58.2,79.07,39.28
2025-06-09 01:48:40,28.1,58.2,79.51,40.43
2025-06-09 01:48:42,28.1,58.2,78.97,40.02
2025-06-09 01:48:44,28.1,58.2,78.97,40.5
2025-06-09 01:48:46,28.1,58.2,79.41,39.73
2025-06-09 01:48:48,28.1,58.2,79.15,41.8
2025-06-09 01:48:50,28.1,58.2,97.22,39.66
2025-06-09 01:48:52,28.1,58.2,61.74,38.39
2025-06-09 01:48:54,28.1,58.4,61.32,38.97
2025-06-09 01:48:56,28.1,58.5,61.44,39.28
2025-06-09 01:48:58,28.1,58.5,61.44,40.76
2025-06-09 01:49:00,28.1,59.2,61.76,38.97
2025-06-09 01:49:02,28.1,60.0,62.17,36.7
2025-06-09 01:49:04,28.1,59.4,61.76,40.89
2025-06-09 01:49:06,28.1,59.0,61.34,38.56
2025-06-09 01:49:08,28.1,59.1,61.34,40.02
2025-06-09 01:49:10,28.1,58.9,61.86,38.89
2025-06-09 01:49:12,28.1,58.7,61.86,40.56
2025-06-09 01:49:14,28.1,58.5,61.85,37.59
2025-06-09 01:49:16,28.1,58.4,97.65,39.13
2025-06-09 01:49:18,28.1,58.4,97.63,38.48
2025-06-09 01:49:20,28.1,58.4,82.04,39.05
2025-06-09 01:49:22,28.1,58.4,81.26,36.06
2025-06-09 01:49:24,28.1,58.4,62.29,39.95
2025-06-09 01:49:26,28.1,58.5,63.55,40.09
2025-06-09 01:49:28,28.1,58.4,62.17,39.36
2025-06-09 01:49:30,28.1,58.4,62.17,38.22
2025-06-09 01:49:32,28.1,58.4,61.76,39.51
2025-06-09 01:49:34,28.1,58.4,61.44,39.28
2025-06-09 01:49:36,28.1,58.4,61.86,32.54
2025-06-09 01:49:39,28.1,58.4,61.44,39.13
2025-06-09 01:49:41,28.1,58.3,62.15,37.95
2025-06-09 01:49:43,28.1,58.3,61.76,41.08
2025-06-09 01:49:45,28.1,58.3,61.74,41.14
2025-06-09 01:49:47,28.1,58.3,62.17,39.87
2025-06-09 01:49:49,28.1,58.3,63.0,39.87
2025-06-09 01:49:51,28.1,58.2,79.93,41.45
2025-06-09 01:49:53,28.1,58.2,61.18,39.43
2025-06-09 01:49:55,28.1,58.2,62.27,38.89
2025-06-09 01:49:57,28.1,58.5,61.57,34.74
2025-06-09 01:49:59,28.1,58.4,80.1,34.21
2025-06-09 01:50:01,28.1,59.7,79.66,33.34
2025-06-09 01:50:03,28.1,59.7,79.68,40.95
2025-06-09 01:50:05,28.1,59.1,80.09,33.93
2025-06-09 01:50:07,28.1,58.7,79.66,39.2
2025-06-09 01:50:09,28.1,58.5,80.44,32.7
2025-06-09 01:50:11,28.1,58.4,98.26,34.87
2025-06-09 01:50:13,28.1,58.3,98.28,37.77
2025-06-09 01:50:15,28.1,58.4,81.02,39.28
2025-06-09 01:50:17,28.1,58.4,98.38,41.57
2025-06-09 01:50:20,28.1,58.4,79.56,37.4
2025-06-09 01:50:22,28.1,58.4,80.46,39.51
2025-06-09 01:50:24,28.1,58.3,80.46,39.95
2025-06-09 01:50:26,28.1,58.3,80.02,33.49
2025-06-09 01:50:28,28.1,58.2,80.02,32.54
2025-06-09 01:50:30,28.1,58.2,80.12,33.49
2025-06-09 01:50:32,28.1,58.2,80.12,31.84
2025-06-09 01:50:34,28.1,58.2,80.14,36.06
2025-06-09 01:50:36,28.1,58.2,80.02,35.49
2025-06-09 01:50:38,28.1,58.2,80.02,40.09
2025-06-09 01:50:40,28.1,58.2,80.02,39.05
2025-06-09 01:50:42,28.1,58.2,80.02,38.48
2025-06-09 01:50:44,28.1,58.2,79.7,35.72
2025-06-09 01:50:46,28.1,58.2,63.24,40.63
2025-06-09 01:50:48,28.1,58.2,80.46,34.34
2025-06-09 01:50:50,28.1,58.2,80.84,35.84
2025-06-09 01:50:52,28.1,58.2,62.73,40.09
2025-06-09 01:50:54,28.1,58.2,79.58,39.87
2025-06-09 01:50:56,28.1,58.2,80.12,37.77
2025-06-09 01:50:59,28.1,58.2,80.1,41.62
2025-06-09 01:51:01,28.1,58.4,80.14,37.49
2025-06-09 01:51:03,28.1,58.5,61.88,38.72
2025-06-09 01:51:05,28.1,58.4,80.0,35.84
2025-06-09 01:51:07,28.1,58.3,61.34,38.48
2025-06-09 01:51:09,28.1,58.7,61.34,39.73
2025-06-09 01:51:11,28.1,59.0,61.74,38.72
2025-06-09 01:51:13,28.1,58.8,60.95,38.89
2025-06-09 01:51:15,28.1,58.5,80.04,39.58
2025-06-09 01:51:17,28.1,58.4,79.75,38.89
2025-06-09 01:51:19,28.1,58.4,80.12,37.01
2025-06-09 01:51:21,28.1,58.4,79.65,37.59
2025-06-09 01:51:23,28.1,58.4,79.56,37.86
2025-06-09 01:51:25,28.1,58.4,80.02,38.56
2025-06-09 01:51:27,28.1,58.4,61.34,40.63
2025-06-09 01:51:29,28.1,58.3,61.35,40.95
2025-06-09 01:51:31,28.1,58.2,61.46,39.43
2025-06-09 01:51:33,28.1,58.2,61.86,39.58
2025-06-09 01:51:35,28.1,58.3,62.68,40.16
2025-06-09 01:51:37,28.1,58.3,61.85,35.24
2025-06-09 01:51:39,28.1,58.3,61.44,39.51
2025-06-09 01:51:41,28.1,58.3,61.76,40.16
2025-06-09 01:51:43,28.1,58.4,61.34,39.87
2025-06-09 01:51:45,28.1,58.4,61.44,39.51
2025-06-09 01:51:47,28.1,58.4,61.44,36.39
2025-06-09 01:51:49,28.1,58.4,61.34,34.07
2025-06-09 01:51:51,28.1,58.3,61.34,35.12
2025-06-09 01:51:53,28.1,58.3,61.76,33.93
2025-06-09 01:51:55,28.1,58.3,62.17,35.37
2025-06-09 01:51:57,28.1,58.3,61.44,33.64
2025-06-09 01:51:59,28.1,58.2,80.1,35.95
2025-06-09 01:52:01,28.1,58.3,80.48,40.09
2025-06-09 01:52:03,28.1,58.2,80.12,38.97
2025-06-09 01:52:05,28.1,58.3,61.34,38.72
2025-06-09 01:52:07,28.1,58.3,61.34,37.4
2025-06-09 01:52:09,28.1,58.3,61.05,40.76
2025-06-09 01:52:11,28.1,58.3,61.86,36.06
2025-06-09 01:52:13,28.1,58.3,80.1,32.7
2025-06-09 01:52:15,28.1,58.3,79.24,39.43
2025-06-09 01:52:17,28.1,60.4,79.34,39.43
2025-06-09 01:52:19,28.1,60.2,79.13,34.21
